step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_c0,alpha_b0,alpha_c0_std,alpha_b0_std,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
1000,1773364822.5952342,6.777734756469727,6.777734756469727,0,0,0,,,878.0774103810967,9.778204321619642,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00029996643662452693,1.3521416326520217,0.0,0.35850886188503966,,,,,,,,,,,0.016535043716430664,123858.15454270183
2000,1773364827.7326417,6.177855491638184,6.177855491638184,0,0,0,,,481.95728588995684,8.912761481115057,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002995889961719513,1.0223303941885842,0.0,0.4000098778709484,,,,,,,,,,,0.01674628257751465,122295.79851649368
3000,1773364832.8698046,6.09438419342041,6.09438419342041,0,0,0,,,443.3609365128628,8.792337853119712,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002987932205200195,1.237089940978056,0.0,0.5060811945534723,,,,,,,,,,,0.0,0
4000,1773364838.0071037,5.853666305541992,5.853666305541992,0,0,0,,,348.5097843938321,8.445055350024251,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00029758134484291073,1.3774472104137891,0.0,0.6500818380930538,,,,,,,,,,,0.016648530960083008,123013.8565925332
5000,1773364843.127765,5.732043266296387,5.732043266296387,0,0,0,5.446600630283355,5.446600630283355,308.5991749180599,8.269590394446773,231.96823120117188,7.8577837190125,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00029595673978328703,1.240596685566368,0.0,0.5544810110862076,,,,,,,,,,,0.0,0
6000,1773364867.4799354,5.627762317657471,5.627762317657471,0,0,0,,,278.03925747437006,8.119144786986212,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.000293923956155777,1.3583887139463615,0.0,0.6089659922229215,,,,,,,,,,,0.01651787757873535,123986.87363057693
7000,1773364872.6163085,5.323612213134766,5.323612213134766,0,0,0,,,205.12349515201024,7.680348939505446,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002914886802434921,1.5742244343364271,0.0,0.7942287389935963,,,,,,,,,,,0.015624761581420898,131074.00003051804
8000,1773364877.7545345,5.323874473571777,5.323874473571777,0,0,0,,,205.17729798435897,7.6807273013373445,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002886577248573303,1.496867768743724,0.0,0.7274019393567652,,,,,,,,,,,0.01665806770324707,122943.43116403556
9000,1773364882.8585277,5.203150749206543,5.203150749206543,0,0,0,,,181.8442859578936,7.506559782877974,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002854390025138855,1.5611339333614647,0.0,0.7335044013929298,,,,,,,,,,,0.01674365997314453,122314.95403542746
10000,1773364887.993626,5.287046432495117,5.287046432495117,0,0,0,5.0441317868232725,5.0441317868232725,197.75846899265883,7.627595669110391,155.1095733642578,7.277143914440321,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00028184151649475095,1.5588766740466278,0.0,0.8029964065844546,,,,,,,,,,,0.015630483627319336,131026.01613813512
11000,1773364911.7497585,4.981079578399658,4.981079578399658,0,0,0,,,145.63151745869567,7.186178806030476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002778753340244293,1.6280643582154544,0.0,0.7544439654812659,,,,,,,,,,,0.004053354263305664,505260.5489088877
12000,1773364916.8685114,5.210418701171875,5.210418701171875,0,0,0,,,183.17073594185854,7.517045221135778,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002735515236854553,1.5850214122034694,0.0,0.7490066207758646,,,,,,,,,,,0.016946792602539062,120848.8265616207
13000,1773364922.0558546,5.307564735412598,5.307564735412598,0,0,0,,,201.85805157631984,7.657197322976898,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002688822090625763,1.7211590117725228,0.0,0.8777461272359721,,,,,,,,,,,0.0,0
14000,1773364927.1927164,5.005943775177002,5.005943775177002,0,0,0,,,149.29792035982035,7.222050259416837,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002638804256916046,1.5567934385155562,0.0,0.7965600319534547,,,,,,,,,,,0.0,0
15000,1773364932.3633685,5.140644073486328,5.140644073486328,0,0,0,4.853042253255844,4.853042253255844,170.82575723806707,7.416381711793965,128.12957763671875,7.001459991996807,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.000258560174703598,1.7084227431091423,0.0,0.8525347851385259,,,,,,,,,,,0.016645193099975586,123038.5245577598
16000,1773364955.9159243,5.09861946105957,5.09861946105957,0,0,0,,,163.79562490156098,7.355753011850601,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.000252936315536499,1.6508550110103555,0.0,0.8005366214570228,,,,,,,,,,,0.017418622970581055,117575.3102560944
17000,1773364961.0857775,5.0326642990112305,5.0326642990112305,0,0,0,,,153.34101524917403,7.260599826642434,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002470246016979217,1.6147820156632746,0.0,0.7821081306151713,,,,,,,,,,,0.0,0
18000,1773364966.2395997,4.877647399902344,4.877647399902344,0,0,0,,,131.32135355753448,7.036957715044058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002408415466547012,1.6774576585316783,0.0,0.8403318824425491,,,,,,,,,,,0.016554594039916992,123711.88294087996
19000,1773364971.3437026,5.1443257331848145,5.1443257331848145,0,0,0,,,171.45583870501636,7.421693223983213,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002344044506549835,1.7396253490060263,0.0,0.8766928432464791,,,,,,,,,,,0.0,0
20000,1773364976.4642887,5.165214538574219,5.165214538574219,0,0,0,4.74320607304573,4.74320607304573,175.07501488708962,7.451829399928601,114.80166625976562,6.84299987949749,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00022773131132125852,1.6940810661391494,0.0,0.8510399285540786,,,,,,,,,,,0.01665639877319336,122955.74979244797
21000,1773364999.6711273,5.086817741394043,5.086817741394043,0,0,0,,,161.87391688832506,7.338726729415184,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00022084078341722487,1.6704903501098112,0.0,0.8404596855259715,,,,,,,,,,,0.022046327590942383,92895.290226995
22000,1773365004.6589544,4.965049743652344,4.965049743652344,0,0,0,,,143.31567914135312,7.163052642934256,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00021375214308500288,1.8243792707845012,0.0,0.9421308775111575,,,,,,,,,,,0.008001089096069336,255965.15366965643
23000,1773365009.6554742,5.0434722900390625,5.0434722900390625,0,0,0,,,155.00731200603516,7.276192461700259,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00020648523420095443,1.7415123452317407,0.0,0.8768154319109781,,,,,,,,,,,0.015625,131072.0
24000,1773365014.6488411,4.98367977142334,4.98367977142334,0,0,0,,,146.0106802490143,7.189930091611095,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00019906034767627715,1.710353416485068,0.0,0.850779301789379,,,,,,,,,,,0.01562976837158203,131032.0122033071
25000,1773365019.73543,5.077432155609131,5.077432155609131,0,0,0,4.700272128582001,4.700272128582001,160.36174277546257,7.325186191347453,109.97708892822266,6.781059290733865,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001914982572197914,1.7959813480634763,0.0,0.9648652799463409,,,,,,,,,,,0.013954639434814453,146761.22658465744
26000,1773365043.3251677,5.063482761383057,5.063482761383057,0,0,0,,,158.14032335555777,7.30506146947409,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001838201142847538,1.680593400297354,0.0,0.8664851866923037,,,,,,,,,,,0.008002281188964844,255927.02276248363
27000,1773365048.3952127,4.913119316101074,4.913119316101074,0,0,0,,,136.06317719921228,7.088132872634795,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00017604740783572196,1.7105809907861036,0.0,0.8631353007012541,,,,,,,,,,,0.00799703598022461,256094.8837874903
28000,1773365053.397121,4.7741265296936035,4.7741265296936035,0,0,0,,,118.40684457548498,6.887608668965399,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00016820184253156184,1.7638105978617356,0.0,0.8719491136748755,,,,,,,,,,,0.015630722045898438,131024.01757169006
29000,1773365058.351794,4.72696590423584,4.72696590423584,0,0,0,,,112.95233372040921,6.819570268492261,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001603053744882345,1.7782396354016419,0.0,0.882102885720269,,,,,,,,,,,0.0,0
30000,1773365063.3350024,4.8038482666015625,4.8038482666015625,0,0,0,4.676780221462249,4.676780221462249,121.9789228888177,6.930488071409117,107.42363739013672,6.747167632831175,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001523800858296454,1.8034253678287877,0.0,0.9407311300154557,,,,,,,,,,,0.0,0
31000,1773365086.7996166,5.028386116027832,5.028386116027832,0,0,0,,,152.68639561681397,7.254427713268269,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00014444815926253796,1.8605640872491263,0.0,0.9657906933829336,,,,,,,,,,,0.0,0
32000,1773365091.9377165,5.089807510375977,5.089807510375977,0,0,0,,,162.35860669825956,7.343040054298823,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00013653174117207525,1.7981434712141928,0.0,0.9183069369695186,,,,,,,,,,,0.016635894775390625,123107.29465718872
33000,1773365097.0313191,4.607691764831543,4.607691764831543,0,0,0,,,100.25247606972532,6.647494059067383,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001286529868841171,1.7073961815785401,0.0,0.8558831615445811,,,,,,,,,,,0.01562976837158203,131032.0122033071
34000,1773365102.1124666,4.705229759216309,4.705229759216309,0,0,0,,,110.52367586361171,6.78821163986454,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00012083393186330794,1.9076949155167422,0.0,1.042982026694588,,,,,,,,,,,0.01667475700378418,122820.38050300977
35000,1773365107.1612637,4.866486549377441,4.866486549377441,0,0,0,4.604673414230347,4.604673414230347,129.86384421119996,7.020856011339679,99.95033264160156,6.6431394996233735,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00011309646070003509,1.8299910458470965,0.0,0.9533509043036935,,,,,,,,,,,0.0,0
36000,1773365130.813178,4.906237602233887,4.906237602233887,0,0,0,,,135.13004380697643,7.078204658165787,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00010546217411756515,1.9932739653364289,0.0,1.0544064562588717,,,,,,,,,,,0.0,0
37000,1773365135.949018,4.7928314208984375,4.7928314208984375,0,0,0,,,120.64247515269463,6.91459412274698,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,9.795244038105011e-05,1.816484481297319,0.0,0.9190883846659447,,,,,,,,,,,0.015629053115844727,131038.00881729288
38000,1773365141.0073218,5.019172668457031,5.019172668457031,0,0,0,,,151.2860882509884,7.2411355181483845,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,9.05882567167282e-05,1.9218480497613366,0.0,0.9868963271231086,,,,,,,,,,,0.007930278778076172,258250.69424568577
39000,1773365146.1004658,4.769120693206787,4.769120693206787,0,0,0,,,117.81560034323108,6.880386773490367,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,8.339022696018219e-05,1.918651778615685,0.0,0.9812210485827937,,,,,,,,,,,0.0,0
40000,1773365151.119783,4.903618812561035,4.903618812561035,0,0,0,4.613608820438385,4.613608820438385,134.77662960447256,7.074426543291633,100.8474349975586,6.656030565848038,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,7.637849003076552e-05,1.8698060271358663,0.0,0.9874537465551525,,,,,,,,,,,0.0,0
41000,1773365174.184443,4.7307939529418945,4.7307939529418945,0,0,0,,,113.38554941170987,6.8250929753767675,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,6.957263946533202e-05,1.9353361080211242,0.0,1.0134497863595329,,,,,,,,,,,0.016453027725219727,124475.56973728065
42000,1773365179.180894,4.8748369216918945,4.8748369216918945,0,0,0,,,130.9527959090111,7.032903052067317,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,6.299168765544891e-05,1.950140881947176,0.0,1.0995367487912258,,,,,,,,,,,0.008276939392089844,247434.45650420556
43000,1773365184.1811228,4.933476448059082,4.933476448059082,0,0,0,,,138.8614187029242,7.117502005957336,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,5.665407478809356e-05,1.80517063725511,0.0,0.9414995030560334,,,,,,,,,,,0.0,0
44000,1773365189.1706212,4.748459815979004,4.748459815979004,0,0,0,,,115.40640048132735,6.850579428373429,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,5.057749450206756e-05,2.0033870650533117,0.0,1.0687378826226035,,,,,,,,,,,0.007997274398803711,256087.24896401633
45000,1773365194.1685603,4.84333610534668,4.84333610534668,0,0,0,4.595567262172699,4.595567262172699,126.89197137046811,6.987456980542121,99.04430389404297,6.630002099208223,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,4.4778978824615474e-05,1.8634868639473432,0.0,0.9562139368859364,,,,,,,,,,,0.015630006790161133,131030.01345394085
46000,1773365217.533212,4.731227874755859,4.731227874755859,0,0,0,,,113.43476055110928,6.825718992225908,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,3.927471935749054e-05,1.8952740952722424,0.0,1.0080649557984194,,,,,,,,,,,0.015630006790161133,131030.01345394085
47000,1773365222.484604,4.728799343109131,4.728799343109131,0,0,0,,,113.15961488048485,6.822215361662531,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,3.408008515834808e-05,1.8420399371584322,0.0,0.9143464595599554,,,,,,,,,,,0.015628814697265625,131040.00781059312
48000,1773365227.4228394,4.6814351081848145,4.6814351081848145,0,0,0,,,107.92484531587861,6.75388321482172,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.8488503763036075,0.0,0.9777328116654244,,,,,,,,,,,0.0,0
49000,1773365232.3741164,4.8094916343688965,4.8094916343688965,0,0,0,,,122.66924083749312,6.9386297301009625,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,2.046202214049933,0.0,1.1108881765733294,,,,,,,,,,,0.015630006790161133,131030.01345394085
50000,1773365237.32821,4.5984392166137695,4.5984392166137695,0,0,0,4.5860473251342775,4.5860473251342775,99.32916328599562,6.634145453638015,98.10586547851562,6.616267733253318,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.8771413775451171,0.0,1.009926907216462,,,,,,,,,,,0.01562976837158203,131032.0122033071
51000,1773365260.342187,4.879979610443115,4.879979610443115,0,0,0,,,131.62798002228263,7.040322383625538,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.965253931545425,0.0,1.011647318707404,,,,,,,,,,,0.0,0
52000,1773365265.2966442,4.708789825439453,4.708789825439453,0,0,0,,,110.91784869328556,6.7933477297499065,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.9248689304391082,0.0,0.978807480620857,,,,,,,,,,,0.01563119888305664,131020.0206217016
53000,1773365270.2314456,4.77207612991333,4.77207612991333,0,0,0,,,118.16431193678916,6.884650567370558,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.8869446548113076,0.0,0.9697651400715093,,,,,,,,,,,0.0020155906677246094,1016079.3224509108
54000,1773365275.1704926,4.681333541870117,4.681333541870117,0,0,0,,,107.91388434371781,6.753736685603185,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,2.0091316230918252,0.0,1.0587608388158463,,,,,,,,,,,0.0,0
55000,1773365280.13185,4.786130428314209,4.786130428314209,0,0,0,4.585662177801132,4.585662177801132,119.8367534040464,6.90492663397668,98.06812286376953,6.615712083105778,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.9072974014098987,0.0,1.0231133948955964,,,,,,,,,,,0.01562976837158203,131032.0122033071
56000,1773365303.093261,4.894455909729004,4.894455909729004,0,0,0,,,133.54732504339825,7.061207268815714,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.921444906237478,0.0,1.026738477497536,,,,,,,,,,,0.015630483627319336,131026.01613813512
57000,1773365308.0507336,4.818802833557129,4.818802833557129,0,0,0,,,123.81677273146423,6.952062950994555,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.9009424771472123,0.0,1.0101269064910505,,,,,,,,,,,0.01562976837158203,131032.0122033071
58000,1773365313.0946376,4.816172122955322,4.816172122955322,0,0,0,,,123.49147470484758,6.948267637855315,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.9778578836003506,0.0,1.0760583110189916,,,,,,,,,,,0.0,0
59000,1773365318.1509829,4.962811470031738,4.962811470031738,0,0,0,,,142.99525816599242,7.159823496681655,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,2.18051954607114,0.0,1.193756221367551,,,,,,,,,,,0.01562976837158203,131032.0122033071
60000,1773365323.12063,4.517364501953125,4.517364501953125,0,0,0,4.5770994305610655,4.5770994305610655,91.59388409719135,6.5171793648556156,97.23194885253906,6.603358650126148,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.978628366543197,0.0,1.0727527387464946,,,,,,,,,,,0.015630006790161133,131030.01345394085
